Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-Mar-21,777.1,806.95,777.1,799.75,797.5389056,1257480,20918,1002889223,211447,16.82,29.85,22.65
31-Mar-21,793.55,823.5,789.45,811.95,811.0392723,1251951,19173,1015381428,137657,11,34.05,18.4
01-Apr-21,821,868.65,818.65,862.85,842.736104,2422829,41099,2041805472,854275,35.26,50,41.85
05-Apr-21,863.95,877.75,837.4,867.4,858.9225557,1287287,23255,1105679840,99837,7.76,40.35,3.45
06-Apr-21,875,882.3,858.15,862.85,869.1742869,913689,12422,794154985,136351,14.92,24.15,-12.15
07-Apr-21,869,884.85,863,874.75,875.7280546,746580,16077,653801051,136773,18.32,21.85,5.75
08-Apr-21,884,953.1,882,917.65,913.9043582,2497465,36232,2282444148,572155,22.91,71.1,33.65
09-Apr-21,921,930.1,885.95,899.2,904.0145104,1087774,20437,983363480,139189,12.8,44.15,-21.8
12-Apr-21,876.6,893.3,843.25,851.35,868.3280558,899033,14996,780655577,95901,10.67,50.05,-25.25
13-Apr-21,859.9,881.6,849,878.95,868.0376136,781633,14606,678486844,62864,8.04,32.6,19.05
15-Apr-21,885.05,911.75,879.75,897.85,895.4491283,900952,16085,806756683,165541,18.37,32,12.8
16-Apr-21,904,914.1,886.5,889.6,900.6116663,745838,15521,671710404,179946,24.13,27.6,-14.4
19-Apr-21,874.7,898.8,854.9,886.95,885.4386632,997599,14647,883312725,217764,21.83,43.9,12.25
20-Apr-21,901.5,905.85,882.15,894.3,894.0150328,772313,11364,690459432,225872,29.25,23.7,-7.2
22-Apr-21,900,938.5,897.6,921.2,926.9069586,1989200,34225,1843803322,679552,34.16,40.9,21.2
23-Apr-21,930,945.3,910.65,925.2,930.1880608,875520,20399,814398251,127436,14.56,34.65,-4.8
26-Apr-21,934,956.15,930.1,940.4,943.3602028,750283,12419,707787123,217340,28.97,26.05,6.4
27-Apr-21,949,983.35,944.4,977.15,965.7370137,1271922,21609,1228342154,341573,26.85,38.95,28.15
28-Apr-21,985.05,986.35,962.1,971.05,971.457515,854313,14203,829928784,147646,17.28,24.25,-14
29-Apr-21,982,1037,982,1031.6,1014.99534,2204080,41877,2237130929,465833,21.14,55,49.6
30-Apr-21,1022.25,1052.5,1011.2,1033.95,1031.914966,1641333,31845,1693716087,154906,9.44,41.3,11.7
03-May-21,1034.95,1070,1018.45,1064.55,1047.497211,1052434,20618,1102421680,116549,11.07,51.55,29.6
04-May-21,1074,1086.7,1058.3,1064.05,1072.854886,1162806,18340,1247522099,320946,27.6,28.4,-9.95
05-May-21,1081.2,1088.85,1047,1068.95,1065.979696,923316,21146,984236109,125055,13.54,41.85,-12.25
06-May-21,1064,1128.8,1044,1100.55,1103.897153,2128433,45827,2349571130,132574,6.23,84.8,36.55
07-May-21,1129,1192,1129,1182.35,1164.504528,2700760,53228,3145047248,240376,8.9,63,53.35
10-May-21,1209,1229.05,1200,1216.55,1214.562662,1557719,36194,1891947335,263004,16.88,29.05,7.55
11-May-21,1187,1246.25,1176.6,1233.9,1215.98604,2167344,48267,2635460047,521183,24.05,69.65,46.9
12-May-21,1231,1246.8,1163,1178.65,1210.095876,1923553,46054,2327683553,480680,24.99,83.8,-52.35
14-May-21,1189,1189,1115,1132.1,1143.281434,1770430,41501,2024099749,151594,8.56,74,-56.9
17-May-21,1140,1158.2,1103.65,1150.65,1126.226727,1368352,28972,1541074594,303481,22.18,54.55,10.65
18-May-21,1172,1196.2,1157.05,1179.5,1180.899616,1140612,24041,1346948273,220829,19.36,39.15,7.5
19-May-21,1174.5,1189.6,1158.2,1164.3,1174.043634,718110,15796,843092474,225481,31.4,31.4,-10.2
20-May-21,1139.9,1139.9,1098.95,1104.85,1113.993002,1591182,44062,1772565613,373655,23.48,40.95,-35.05
21-May-21,1114,1123.55,1106,1112.5,1114.83246,610249,13226,680325394,122101,20.01,17.55,-1.5
24-May-21,1112.9,1112.9,1081,1091.85,1093.172232,931161,23596,1017919349,295413,31.73,31.9,-21.05
25-May-21,1104,1125.95,1099.95,1104.9,1111.676866,790846,16163,879165203,81537,10.31,26,0.9
26-May-21,1093.9,1093.9,1073,1081.85,1082.831144,757971,15262,820754605,76229,10.06,20.9,-12.05
27-May-21,1082,1109.65,1075,1096.6,1091.712363,1100979,18406,1201952386,150291,13.65,34.65,14.6
28-May-21,1127.1,1143.8,1097.55,1103.75,1124.11852,881008,19057,990357409,182953,20.77,46.25,-23.35
31-May-21,1105.2,1129.85,1099.45,1125.65,1116.033833,930922,23996,1038940448,240686,25.85,30.4,20.45
01-Jun-21,1128,1128,1085.5,1100.3,1097.871447,939978,21087,1031975007,258553,27.51,42.5,-27.7
02-Jun-21,1107.95,1129,1105,1123.55,1116.508406,566476,12407,632475216,91059,16.07,24,15.6
03-Jun-21,1128,1139.4,1113.3,1121.7,1126.091752,415095,10174,467435056,55707,13.42,26.1,-6.3
04-Jun-21,1119,1128.9,1107.25,1119.9,1116.53867,343303,8515,383311075,44869,13.07,21.65,0.9
07-Jun-21,1129.95,1150,1125.7,1128.3,1135.681075,661287,14466,751011131,282703,42.75,24.3,-1.65
08-Jun-21,1133,1134,1100.05,1110.5,1110.171386,519355,11958,576573060,123101,23.7,33.95,-22.5
09-Jun-21,1115,1127.95,1094.4,1100.9,1109.881992,418142,10404,464088276,57696,13.8,33.55,-14.1
10-Jun-21,1112,1125.5,1103,1114.55,1115.431558,398695,7950,444716985,118121,29.63,22.5,2.55
11-Jun-21,1125,1164.8,1113.05,1159.05,1138.376081,1262530,35829,1437233954,569857,45.14,51.75,34.05
14-Jun-21,1165.2,1178.55,1140,1164.85,1165.695995,977577,31664,1139557594,298382,30.52,38.55,-0.35
15-Jun-21,1170,1186.4,1160.6,1174.45,1176.876236,577666,20604,679841388,192185,33.27,25.8,4.45
16-Jun-21,1170,1184.5,1131.45,1142.15,1152.501939,985086,31180,1135313525,185203,18.8,53.05,-27.85
17-Jun-21,1119.95,1133.75,1096,1103.65,1115.438971,947270,30252,1056621874,235759,24.89,37.75,-16.3
18-Jun-21,1105.65,1109.6,1050.5,1091.3,1073.995876,1190350,32487,1278430991,264547,22.22,59.1,-14.35
21-Jun-21,1075,1109.05,1064.45,1105.5,1091.571344,664131,18060,724946368,174831,26.32,44.6,30.5
22-Jun-21,1118,1130.7,1107.15,1113.55,1118.36833,544674,13779,609146152,204809,37.6,23.55,-4.45
23-Jun-21,1120,1127.75,1095.35,1099.8,1114.6344,569647,17115,634948142,205596,36.09,32.4,-20.2
24-Jun-21,1104,1120.5,1098.8,1113.25,1111.777202,369461,8048,410758317,113555,30.74,21.7,9.25
25-Jun-21,1134,1169.5,1129.05,1165,1157.337453,1603365,48177,1855634365,717851,44.77,40.45,31
28-Jun-21,1174.95,1189.2,1163.2,1184.05,1179.142175,749944,14773,884290599,112782,15.04,26,9.1
29-Jun-21,1186,1195,1165.5,1172.45,1177.493063,675052,18471,794869047,197679,29.28,29.5,-13.55
30-Jun-21,1179.5,1190.95,1162.5,1166.85,1180.272142,326616,8916,385495766,44078,13.5,28.45,-12.65
01-Jul-21,1170.05,1176.55,1156.9,1163.35,1166.60192,351105,10332,409599767,66928,19.06,19.65,-6.7
02-Jul-21,1165,1166.5,1130.5,1135.95,1145.869906,382616,10128,438428160,105980,27.7,36,-29.05
